"BehaviorSpace results (NetLogo 6.3.0)"
"project-upgraded.nlogo"
"upgraded-model-less-trap-percentage-0.0-plus-camouflage-100"
"10/29/2022 02:46:20:023 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","yellow-food-percentage","n-shelter","expert-kill-basic-min-energy","n-basic-agent","n-expert-agent","green-food-percentage","basic-agent-camouflage-percentage","trap-percentage","[step]","count basic-agent","count expert-agent"
"19","2.5","5","101","18","18","7","100","0","79","18","18"
"19","2.5","5","101","18","18","7","100","0","80","18","18"
"19","2.5","5","101","18","18","7","100","0","81","18","18"
"19","2.5","5","101","18","18","7","100","0","82","18","18"
"19","2.5","5","101","18","18","7","100","0","83","18","18"
"19","2.5","5","101","18","18","7","100","0","84","18","18"
"19","2.5","5","101","18","18","7","100","0","85","18","18"
"19","2.5","5","101","18","18","7","100","0","86","18","18"
"19","2.5","5","101","18","18","7","100","0","87","18","18"
"19","2.5","5","101","18","18","7","100","0","88","18","18"
"19","2.5","5","101","18","18","7","100","0","89","18","18"
"19","2.5","5","101","18","18","7","100","0","90","18","18"
"19","2.5","5","101","18","18","7","100","0","91","18","18"
"19","2.5","5","101","18","18","7","100","0","92","18","18"
"19","2.5","5","101","18","18","7","100","0","93","18","18"
"19","2.5","5","101","18","18","7","100","0","94","18","18"
"19","2.5","5","101","18","18","7","100","0","95","18","18"
"19","2.5","5","101","18","18","7","100","0","96","18","18"
"19","2.5","5","101","18","18","7","100","0","97","18","18"
"19","2.5","5","101","18","18","7","100","0","98","18","18"
"19","2.5","5","101","18","18","7","100","0","99","18","18"
"19","2.5","5","101","18","18","7","100","0","100","18","18"
"19","2.5","5","101","18","18","7","100","0","101","18","18"
"19","2.5","5","101","18","18","7","100","0","102","18","18"
"19","2.5","5","101","18","18","7","100","0","103","18","18"
"19","2.5","5","101","18","18","7","100","0","104","18","18"
"19","2.5","5","101","18","18","7","100","0","105","18","18"
"19","2.5","5","101","18","18","7","100","0","106","18","18"
"19","2.5","5","101","18","18","7","100","0","107","18","18"
"19","2.5","5","101","18","18","7","100","0","108","18","18"
"19","2.5","5","101","18","18","7","100","0","109","18","18"
"19","2.5","5","101","18","18","7","100","0","110","18","18"
"19","2.5","5","101","18","18","7","100","0","111","18","18"
"19","2.5","5","101","18","18","7","100","0","112","18","18"
"19","2.5","5","101","18","18","7","100","0","113","18","18"
"19","2.5","5","101","18","18","7","100","0","114","18","18"
"19","2.5","5","101","18","18","7","100","0","115","18","18"
"19","2.5","5","101","18","18","7","100","0","116","18","18"
"19","2.5","5","101","18","18","7","100","0","117","18","18"
"19","2.5","5","101","18","18","7","100","0","118","18","18"
"19","2.5","5","101","18","18","7","100","0","119","18","18"
"19","2.5","5","101","18","18","7","100","0","120","18","18"
"19","2.5","5","101","18","18","7","100","0","121","18","18"
"19","2.5","5","101","18","18","7","100","0","122","18","18"
"19","2.5","5","101","18","18","7","100","0","123","18","18"
"19","2.5","5","101","18","18","7","100","0","124","18","18"
"19","2.5","5","101","18","18","7","100","0","125","18","18"
"19","2.5","5","101","18","18","7","100","0","126","18","18"
"19","2.5","5","101","18","18","7","100","0","127","18","18"
"19","2.5","5","101","18","18","7","100","0","128","18","18"
"19","2.5","5","101","18","18","7","100","0","129","18","18"
"19","2.5","5","101","18","18","7","100","0","130","17","18"
"19","2.5","5","101","18","18","7","100","0","131","17","18"
"19","2.5","5","101","18","18","7","100","0","132","17","18"
"19","2.5","5","101","18","18","7","100","0","133","17","18"
"19","2.5","5","101","18","18","7","100","0","134","17","18"
"19","2.5","5","101","18","18","7","100","0","135","17","18"
"19","2.5","5","101","18","18","7","100","0","136","17","18"
"19","2.5","5","101","18","18","7","100","0","137","17","18"
"19","2.5","5","101","18","18","7","100","0","138","17","18"
"1","2.5","5","101","18","18","7","100","0","69","18","18"
"19","2.5","5","101","18","18","7","100","0","139","17","18"
"19","2.5","5","101","18","18","7","100","0","140","17","18"
"19","2.5","5","101","18","18","7","100","0","141","17","18"
"19","2.5","5","101","18","18","7","100","0","142","17","18"
"19","2.5","5","101","18","18","7","100","0","143","17","18"
"19","2.5","5","101","18","18","7","100","0","144","17","18"
"19","2.5","5","101","18","18","7","100","0","145","17","18"
"19","2.5","5","101","18","18","7","100","0","146","17","18"
"19","2.5","5","101","18","18","7","100","0","147","17","18"
"19","2.5","5","101","18","18","7","100","0","148","17","18"
"19","2.5","5","101","18","18","7","100","0","149","17","18"
"19","2.5","5","101","18","18","7","100","0","150","16","18"
"19","2.5","5","101","18","18","7","100","0","151","16","18"
"19","2.5","5","101","18","18","7","100","0","152","16","18"
"19","2.5","5","101","18","18","7","100","0","153","16","18"
"19","2.5","5","101","18","18","7","100","0","154","16","18"
"19","2.5","5","101","18","18","7","100","0","155","16","18"
"19","2.5","5","101","18","18","7","100","0","156","16","18"
"19","2.5","5","101","18","18","7","100","0","157","16","18"
"19","2.5","5","101","18","18","7","100","0","158","16","18"
"19","2.5","5","101","18","18","7","100","0","159","16","18"
"19","2.5","5","101","18","18","7","100","0","160","16","18"
"19","2.5","5","101","18","18","7","100","0","161","16","18"
"19","2.5","5","101","18","18","7","100","0","162","16","18"
"19","2.5","5","101","18","18","7","100","0","163","16","18"
"19","2.5","5","101","18","18","7","100","0","164","16","18"
"19","2.5","5","101","18","18","7","100","0","165","16","18"
"19","2.5","5","101","18","18","7","100","0","166","16","18"
"19","2.5","5","101","18","18","7","100","0","167","16","18"
"19","2.5","5","101","18","18","7","100","0","168","16","18"
"19","2.5","5","101","18","18","7","100","0","169","16","18"
"19","2.5","5","101","18","18","7","100","0","170","16","18"
"19","2.5","5","101","18","18","7","100","0","171","16","18"
"19","2.5","5","101","18","18","7","100","0","172","16","18"
"19","2.5","5","101","18","18","7","100","0","173","16","18"
"19","2.5","5","101","18","18","7","100","0","174","16","18"
"19","2.5","5","101","18","18","7","100","0","175","16","18"
"19","2.5","5","101","18","18","7","100","0","176","16","18"
"19","2.5","5","101","18","18","7","100","0","177","16","18"
"19","2.5","5","101","18","18","7","100","0","178","16","18"
"19","2.5","5","101","18","18","7","100","0","179","16","18"
"19","2.5","5","101","18","18","7","100","0","180","16","18"
"19","2.5","5","101","18","18","7","100","0","181","16","18"
"19","2.5","5","101","18","18","7","100","0","182","16","18"
"19","2.5","5","101","18","18","7","100","0","183","16","18"
"19","2.5","5","101","18","18","7","100","0","184","16","18"
"19","2.5","5","101","18","18","7","100","0","185","16","18"
"19","2.5","5","101","18","18","7","100","0","186","16","18"
"19","2.5","5","101","18","18","7","100","0","187","16","18"
"19","2.5","5","101","18","18","7","100","0","188","16","18"
"19","2.5","5","101","18","18","7","100","0","189","16","18"
"19","2.5","5","101","18","18","7","100","0","190","15","18"
"19","2.5","5","101","18","18","7","100","0","191","14","18"
"19","2.5","5","101","18","18","7","100","0","192","14","18"
"19","2.5","5","101","18","18","7","100","0","193","14","18"
"19","2.5","5","101","18","18","7","100","0","194","14","18"
"19","2.5","5","101","18","18","7","100","0","195","14","18"
"19","2.5","5","101","18","18","7","100","0","196","14","18"
"19","2.5","5","101","18","18","7","100","0","197","14","18"
"19","2.5","5","101","18","18","7","100","0","198","14","18"
"19","2.5","5","101","18","18","7","100","0","199","14","18"
"19","2.5","5","101","18","18","7","100","0","200","14","18"
"19","2.5","5","101","18","18","7","100","0","201","14","18"
"19","2.5","5","101","18","18","7","100","0","202","14","18"
"19","2.5","5","101","18","18","7","100","0","203","14","18"
"19","2.5","5","101","18","18","7","100","0","204","14","18"
"19","2.5","5","101","18","18","7","100","0","205","14","18"
"19","2.5","5","101","18","18","7","100","0","206","14","18"
"19","2.5","5","101","18","18","7","100","0","207","14","18"
"19","2.5","5","101","18","18","7","100","0","208","14","18"
"19","2.5","5","101","18","18","7","100","0","209","14","18"
"19","2.5","5","101","18","18","7","100","0","210","14","18"
"19","2.5","5","101","18","18","7","100","0","211","14","18"
"19","2.5","5","101","18","18","7","100","0","212","14","18"
"19","2.5","5","101","18","18","7","100","0","213","14","18"
"19","2.5","5","101","18","18","7","100","0","214","14","18"
"19","2.5","5","101","18","18","7","100","0","215","14","18"
"19","2.5","5","101","18","18","7","100","0","216","14","18"
"19","2.5","5","101","18","18","7","100","0","217","14","18"
"19","2.5","5","101","18","18","7","100","0","218","14","18"
"19","2.5","5","101","18","18","7","100","0","219","13","18"
"19","2.5","5","101","18","18","7","100","0","220","13","18"
"19","2.5","5","101","18","18","7","100","0","221","13","18"
"19","2.5","5","101","18","18","7","100","0","222","13","18"
"19","2.5","5","101","18","18","7","100","0","223","13","18"
"19","2.5","5","101","18","18","7","100","0","224","13","18"
"19","2.5","5","101","18","18","7","100","0","225","13","18"
"19","2.5","5","101","18","18","7","100","0","226","13","18"
"19","2.5","5","101","18","18","7","100","0","227","13","18"
"19","2.5","5","101","18","18","7","100","0","228","13","18"
"19","2.5","5","101","18","18","7","100","0","229","13","18"
"19","2.5","5","101","18","18","7","100","0","230","13","18"
"19","2.5","5","101","18","18","7","100","0","231","13","18"
"19","2.5","5","101","18","18","7","100","0","232","13","18"
"19","2.5","5","101","18","18","7","100","0","233","13","18"
"19","2.5","5","101","18","18","7","100","0","234","13","18"
"19","2.5","5","101","18","18","7","100","0","235","13","18"
"19","2.5","5","101","18","18","7","100","0","236","13","18"
"19","2.5","5","101","18","18","7","100","0","237","13","18"
"19","2.5","5","101","18","18","7","100","0","238","13","18"
"19","2.5","5","101","18","18","7","100","0","239","13","18"
"19","2.5","5","101","18","18","7","100","0","240","11","18"
"19","2.5","5","101","18","18","7","100","0","241","11","18"
"19","2.5","5","101","18","18","7","100","0","242","11","18"
"19","2.5","5","101","18","18","7","100","0","243","11","18"
"19","2.5","5","101","18","18","7","100","0","244","11","18"
"19","2.5","5","101","18","18","7","100","0","245","11","18"
"19","2.5","5","101","18","18","7","100","0","246","11","18"
"19","2.5","5","101","18","18","7","100","0","247","11","18"
"19","2.5","5","101","18","18","7","100","0","248","11","18"
"19","2.5","5","101","18","18","7","100","0","249","11","18"
"19","2.5","5","101","18","18","7","100","0","250","11","18"
"19","2.5","5","101","18","18","7","100","0","251","11","18"
"19","2.5","5","101","18","18","7","100","0","252","11","18"
"19","2.5","5","101","18","18","7","100","0","253","11","18"
"19","2.5","5","101","18","18","7","100","0","254","11","18"
"19","2.5","5","101","18","18","7","100","0","255","11","18"
"19","2.5","5","101","18","18","7","100","0","256","11","18"
"19","2.5","5","101","18","18","7","100","0","257","11","18"
"18","2.5","5","101","18","18","7","100","0","596","2","18"
"19","2.5","5","101","18","18","7","100","0","258","11","18"
"19","2.5","5","101","18","18","7","100","0","259","10","18"
"18","2.5","5","101","18","18","7","100","0","597","2","18"
"19","2.5","5","101","18","18","7","100","0","260","10","18"
"19","2.5","5","101","18","18","7","100","0","261","9","18"
"18","2.5","5","101","18","18","7","100","0","598","2","18"
"19","2.5","5","101","18","18","7","100","0","262","9","18"
"19","2.5","5","101","18","18","7","100","0","263","9","18"
"18","2.5","5","101","18","18","7","100","0","599","2","18"
"19","2.5","5","101","18","18","7","100","0","264","9","18"
"19","2.5","5","101","18","18","7","100","0","265","9","18"
"18","2.5","5","101","18","18","7","100","0","600","2","18"
"19","2.5","5","101","18","18","7","100","0","266","9","18"
"19","2.5","5","101","18","18","7","100","0","267","9","18"
"18","2.5","5","101","18","18","7","100","0","601","2","18"
"19","2.5","5","101","18","18","7","100","0","268","9","18"
"19","2.5","5","101","18","18","7","100","0","269","9","18"
"18","2.5","5","101","18","18","7","100","0","602","2","18"
"19","2.5","5","101","18","18","7","100","0","270","9","18"
"19","2.5","5","101","18","18","7","100","0","271","9","18"
"19","2.5","5","101","18","18","7","100","0","272","9","18"
"18","2.5","5","101","18","18","7","100","0","603","2","18"
"19","2.5","5","101","18","18","7","100","0","273","8","18"
"19","2.5","5","101","18","18","7","100","0","274","8","18"
"18","2.5","5","101","18","18","7","100","0","604","2","18"
"19","2.5","5","101","18","18","7","100","0","275","8","18"
"19","2.5","5","101","18","18","7","100","0","276","8","18"
"18","2.5","5","101","18","18","7","100","0","605","2","18"
"19","2.5","5","101","18","18","7","100","0","277","8","18"
"18","2.5","5","101","18","18","7","100","0","606","2","18"
"19","2.5","5","101","18","18","7","100","0","278","8","18"
"18","2.5","5","101","18","18","7","100","0","607","2","18"
"19","2.5","5","101","18","18","7","100","0","279","8","18"
"18","2.5","5","101","18","18","7","100","0","608","2","18"
"19","2.5","5","101","18","18","7","100","0","280","8","18"
"18","2.5","5","101","18","18","7","100","0","609","2","18"
"19","2.5","5","101","18","18","7","100","0","281","8","18"
"19","2.5","5","101","18","18","7","100","0","282","8","18"
"19","2.5","5","101","18","18","7","100","0","283","8","18"
"19","2.5","5","101","18","18","7","100","0","284","8","18"
"19","2.5","5","101","18","18","7","100","0","285","8","18"
"19","2.5","5","101","18","18","7","100","0","286","8","18"
"19","2.5","5","101","18","18","7","100","0","287","8","18"
"19","2.5","5","101","18","18","7","100","0","288","8","18"
"19","2.5","5","101","18","18","7","100","0","289","8","18"
"19","2.5","5","101","18","18","7","100","0","290","8","18"
"19","2.5","5","101","18","18","7","100","0","291","7","18"
"19","2.5","5","101","18","18","7","100","0","292","7","18"
"19","2.5","5","101","18","18","7","100","0","293","6","18"
"19","2.5","5","101","18","18","7","100","0","294","6","18"
"19","2.5","5","101","18","18","7","100","0","295","6","18"
"19","2.5","5","101","18","18","7","100","0","296","6","18"
"19","2.5","5","101","18","18","7","100","0","297","5","18"
"19","2.5","5","101","18","18","7","100","0","298","5","18"
"19","2.5","5","101","18","18","7","100","0","299","5","18"
"19","2.5","5","101","18","18","7","100","0","300","5","18"
"19","2.5","5","101","18","18","7","100","0","301","5","18"
"19","2.5","5","101","18","18","7","100","0","302","5","18"
"19","2.5","5","101","18","18","7","100","0","303","5","18"
"19","2.5","5","101","18","18","7","100","0","304","5","18"
"19","2.5","5","101","18","18","7","100","0","305","5","18"
"19","2.5","5","101","18","18","7","100","0","306","5","18"
"19","2.5","5","101","18","18","7","100","0","307","5","18"
"19","2.5","5","101","18","18","7","100","0","308","5","18"
"19","2.5","5","101","18","18","7","100","0","309","5","18"
"19","2.5","5","101","18","18","7","100","0","310","5","18"
"19","2.5","5","101","18","18","7","100","0","311","5","18"
"19","2.5","5","101","18","18","7","100","0","312","5","18"
"19","2.5","5","101","18","18","7","100","0","313","5","18"
"19","2.5","5","101","18","18","7","100","0","314","5","18"
"19","2.5","5","101","18","18","7","100","0","315","5","18"
"19","2.5","5","101","18","18","7","100","0","316","5","18"
"1","2.5","5","101","18","18","7","100","0","70","18","18"
"19","2.5","5","101","18","18","7","100","0","317","5","18"
"19","2.5","5","101","18","18","7","100","0","318","5","18"
"19","2.5","5","101","18","18","7","100","0","319","5","18"
"19","2.5","5","101","18","18","7","100","0","320","5","18"
"19","2.5","5","101","18","18","7","100","0","321","5","18"
"19","2.5","5","101","18","18","7","100","0","322","5","18"
"19","2.5","5","101","18","18","7","100","0","323","5","18"
"19","2.5","5","101","18","18","7","100","0","324","5","18"
"19","2.5","5","101","18","18","7","100","0","325","5","18"
"19","2.5","5","101","18","18","7","100","0","326","5","18"
"19","2.5","5","101","18","18","7","100","0","327","5","18"
"19","2.5","5","101","18","18","7","100","0","328","5","18"
"19","2.5","5","101","18","18","7","100","0","329","5","18"
"19","2.5","5","101","18","18","7","100","0","330","5","18"
"19","2.5","5","101","18","18","7","100","0","331","5","18"
"19","2.5","5","101","18","18","7","100","0","332","5","18"
"19","2.5","5","101","18","18","7","100","0","333","5","18"
"19","2.5","5","101","18","18","7","100","0","334","5","18"
"19","2.5","5","101","18","18","7","100","0","335","5","18"
"19","2.5","5","101","18","18","7","100","0","336","5","18"
"19","2.5","5","101","18","18","7","100","0","337","5","18"
"19","2.5","5","101","18","18","7","100","0","338","5","18"
"19","2.5","5","101","18","18","7","100","0","339","5","18"
"19","2.5","5","101","18","18","7","100","0","340","5","18"
"19","2.5","5","101","18","18","7","100","0","341","5","18"
"19","2.5","5","101","18","18","7","100","0","342","5","18"
"19","2.5","5","101","18","18","7","100","0","343","4","18"
"19","2.5","5","101","18","18","7","100","0","344","4","18"
"19","2.5","5","101","18","18","7","100","0","345","4","18"
"19","2.5","5","101","18","18","7","100","0","346","4","18"
"19","2.5","5","101","18","18","7","100","0","347","4","18"
"19","2.5","5","101","18","18","7","100","0","348","4","18"
"19","2.5","5","101","18","18","7","100","0","349","4","18"
"19","2.5","5","101","18","18","7","100","0","350","4","18"
"19","2.5","5","101","18","18","7","100","0","351","4","18"
"19","2.5","5","101","18","18","7","100","0","352","4","18"
"19","2.5","5","101","18","18","7","100","0","353","4","18"
"19","2.5","5","101","18","18","7","100","0","354","4","18"
"19","2.5","5","101","18","18","7","100","0","355","4","18"
"19","2.5","5","101","18","18","7","100","0","356","4","18"
"19","2.5","5","101","18","18","7","100","0","357","4","18"
"19","2.5","5","101","18","18","7","100","0","358","4","18"
"19","2.5","5","101","18","18","7","100","0","359","4","18"
"19","2.5","5","101","18","18","7","100","0","360","4","18"
"19","2.5","5","101","18","18","7","100","0","361","4","18"
"19","2.5","5","101","18","18","7","100","0","362","4","18"
"19","2.5","5","101","18","18","7","100","0","363","4","18"
"19","2.5","5","101","18","18","7","100","0","364","4","18"
"19","2.5","5","101","18","18","7","100","0","365","4","18"
"19","2.5","5","101","18","18","7","100","0","366","4","18"
"19","2.5","5","101","18","18","7","100","0","367","4","18"
"19","2.5","5","101","18","18","7","100","0","368","4","18"
"19","2.5","5","101","18","18","7","100","0","369","4","18"
"19","2.5","5","101","18","18","7","100","0","370","4","18"
"19","2.5","5","101","18","18","7","100","0","371","4","18"
"19","2.5","5","101","18","18","7","100","0","372","4","18"
"19","2.5","5","101","18","18","7","100","0","373","4","18"
"19","2.5","5","101","18","18","7","100","0","374","4","18"
"19","2.5","5","101","18","18","7","100","0","375","4","18"
"19","2.5","5","101","18","18","7","100","0","376","4","18"
"19","2.5","5","101","18","18","7","100","0","377","4","18"
"19","2.5","5","101","18","18","7","100","0","378","4","18"
"19","2.5","5","101","18","18","7","100","0","379","4","18"
"19","2.5","5","101","18","18","7","100","0","380","4","18"
"19","2.5","5","101","18","18","7","100","0","381","4","18"
"19","2.5","5","101","18","18","7","100","0","382","4","18"
"19","2.5","5","101","18","18","7","100","0","383","4","18"
"19","2.5","5","101","18","18","7","100","0","384","4","18"
"19","2.5","5","101","18","18","7","100","0","385","4","18"
"19","2.5","5","101","18","18","7","100","0","386","4","18"
"19","2.5","5","101","18","18","7","100","0","387","4","18"
"19","2.5","5","101","18","18","7","100","0","388","4","18"
"19","2.5","5","101","18","18","7","100","0","389","4","18"
"19","2.5","5","101","18","18","7","100","0","390","4","18"
"19","2.5","5","101","18","18","7","100","0","391","4","18"
"19","2.5","5","101","18","18","7","100","0","392","4","18"
"19","2.5","5","101","18","18","7","100","0","393","4","18"
"19","2.5","5","101","18","18","7","100","0","394","4","18"
"19","2.5","5","101","18","18","7","100","0","395","4","18"
"19","2.5","5","101","18","18","7","100","0","396","4","18"
"19","2.5","5","101","18","18","7","100","0","397","4","18"
"19","2.5","5","101","18","18","7","100","0","398","4","18"
"19","2.5","5","101","18","18","7","100","0","399","4","18"
"19","2.5","5","101","18","18","7","100","0","400","4","18"
"19","2.5","5","101","18","18","7","100","0","401","4","18"
"19","2.5","5","101","18","18","7","100","0","402","4","18"
"19","2.5","5","101","18","18","7","100","0","403","4","18"
"19","2.5","5","101","18","18","7","100","0","404","4","18"
"19","2.5","5","101","18","18","7","100","0","405","4","18"
"19","2.5","5","101","18","18","7","100","0","406","4","18"
"19","2.5","5","101","18","18","7","100","0","407","4","18"
"19","2.5","5","101","18","18","7","100","0","408","4","18"
"19","2.5","5","101","18","18","7","100","0","409","4","18"
"19","2.5","5","101","18","18","7","100","0","410","4","18"
"19","2.5","5","101","18","18","7","100","0","411","4","18"
"19","2.5","5","101","18","18","7","100","0","412","4","18"
"19","2.5","5","101","18","18","7","100","0","413","4","18"
"19","2.5","5","101","18","18","7","100","0","414","4","18"
"19","2.5","5","101","18","18","7","100","0","415","4","18"
"19","2.5","5","101","18","18","7","100","0","416","4","18"
"19","2.5","5","101","18","18","7","100","0","417","4","18"
"19","2.5","5","101","18","18","7","100","0","418","4","18"
"19","2.5","5","101","18","18","7","100","0","419","4","18"
"19","2.5","5","101","18","18","7","100","0","420","4","18"
"19","2.5","5","101","18","18","7","100","0","421","4","18"
"19","2.5","5","101","18","18","7","100","0","422","4","18"
"19","2.5","5","101","18","18","7","100","0","423","4","18"
"19","2.5","5","101","18","18","7","100","0","424","4","18"
"19","2.5","5","101","18","18","7","100","0","425","4","18"
"19","2.5","5","101","18","18","7","100","0","426","4","18"
"19","2.5","5","101","18","18","7","100","0","427","4","18"
"19","2.5","5","101","18","18","7","100","0","428","4","18"
"19","2.5","5","101","18","18","7","100","0","429","4","18"
"19","2.5","5","101","18","18","7","100","0","430","4","18"
"19","2.5","5","101","18","18","7","100","0","431","4","18"
"19","2.5","5","101","18","18","7","100","0","432","4","18"
"19","2.5","5","101","18","18","7","100","0","433","4","18"
"19","2.5","5","101","18","18","7","100","0","434","4","18"
"19","2.5","5","101","18","18","7","100","0","435","4","18"
"19","2.5","5","101","18","18","7","100","0","436","4","18"
"19","2.5","5","101","18","18","7","100","0","437","4","18"
"19","2.5","5","101","18","18","7","100","0","438","4","18"
"19","2.5","5","101","18","18","7","100","0","439","4","18"
"19","2.5","5","101","18","18","7","100","0","440","4","18"
"19","2.5","5","101","18","18","7","100","0","441","4","18"
"19","2.5","5","101","18","18","7","100","0","442","3","18"
"19","2.5","5","101","18","18","7","100","0","443","3","18"
"19","2.5","5","101","18","18","7","100","0","444","3","18"
"19","2.5","5","101","18","18","7","100","0","445","3","18"
"19","2.5","5","101","18","18","7","100","0","446","3","18"
"19","2.5","5","101","18","18","7","100","0","447","3","18"
"19","2.5","5","101","18","18","7","100","0","448","3","18"
"19","2.5","5","101","18","18","7","100","0","449","3","18"
"19","2.5","5","101","18","18","7","100","0","450","3","18"
"19","2.5","5","101","18","18","7","100","0","451","3","18"
"19","2.5","5","101","18","18","7","100","0","452","3","18"
"19","2.5","5","101","18","18","7","100","0","453","3","18"
"19","2.5","5","101","18","18","7","100","0","454","3","18"
"19","2.5","5","101","18","18","7","100","0","455","3","18"
"19","2.5","5","101","18","18","7","100","0","456","3","18"
"19","2.5","5","101","18","18","7","100","0","457","3","18"
"19","2.5","5","101","18","18","7","100","0","458","3","18"
"19","2.5","5","101","18","18","7","100","0","459","3","18"
"19","2.5","5","101","18","18","7","100","0","460","3","18"
"19","2.5","5","101","18","18","7","100","0","461","3","18"
"19","2.5","5","101","18","18","7","100","0","462","3","18"
"19","2.5","5","101","18","18","7","100","0","463","3","18"
"19","2.5","5","101","18","18","7","100","0","464","3","18"
"19","2.5","5","101","18","18","7","100","0","465","3","18"
"19","2.5","5","101","18","18","7","100","0","466","3","18"
"19","2.5","5","101","18","18","7","100","0","467","3","18"
"19","2.5","5","101","18","18","7","100","0","468","3","18"
"19","2.5","5","101","18","18","7","100","0","469","3","18"
"19","2.5","5","101","18","18","7","100","0","470","3","18"
"19","2.5","5","101","18","18","7","100","0","471","3","18"
"19","2.5","5","101","18","18","7","100","0","472","3","18"
"19","2.5","5","101","18","18","7","100","0","473","3","18"
"19","2.5","5","101","18","18","7","100","0","474","3","18"
"19","2.5","5","101","18","18","7","100","0","475","3","18"
"19","2.5","5","101","18","18","7","100","0","476","3","18"
"19","2.5","5","101","18","18","7","100","0","477","3","18"
"19","2.5","5","101","18","18","7","100","0","478","3","18"
"19","2.5","5","101","18","18","7","100","0","479","3","18"
"19","2.5","5","101","18","18","7","100","0","480","2","18"
"19","2.5","5","101","18","18","7","100","0","481","2","18"
"19","2.5","5","101","18","18","7","100","0","482","2","18"
"19","2.5","5","101","18","18","7","100","0","483","2","18"
"1","2.5","5","101","18","18","7","100","0","71","18","18"
"19","2.5","5","101","18","18","7","100","0","484","2","18"
"19","2.5","5","101","18","18","7","100","0","485","2","18"
"19","2.5","5","101","18","18","7","100","0","486","2","18"
"19","2.5","5","101","18","18","7","100","0","487","2","18"
"19","2.5","5","101","18","18","7","100","0","488","2","18"
"19","2.5","5","101","18","18","7","100","0","489","2","18"
"19","2.5","5","101","18","18","7","100","0","490","2","18"
"19","2.5","5","101","18","18","7","100","0","491","2","18"
"19","2.5","5","101","18","18","7","100","0","492","2","18"
"19","2.5","5","101","18","18","7","100","0","493","2","18"
"19","2.5","5","101","18","18","7","100","0","494","2","18"
"19","2.5","5","101","18","18","7","100","0","495","2","18"
"19","2.5","5","101","18","18","7","100","0","496","2","18"
"19","2.5","5","101","18","18","7","100","0","497","1","18"
"19","2.5","5","101","18","18","7","100","0","498","1","18"
"19","2.5","5","101","18","18","7","100","0","499","1","18"
"19","2.5","5","101","18","18","7","100","0","500","1","18"
"19","2.5","5","101","18","18","7","100","0","501","1","18"
"19","2.5","5","101","18","18","7","100","0","502","1","18"
"19","2.5","5","101","18","18","7","100","0","503","1","18"
"19","2.5","5","101","18","18","7","100","0","504","1","18"
"19","2.5","5","101","18","18","7","100","0","505","1","18"
"19","2.5","5","101","18","18","7","100","0","506","1","18"
"19","2.5","5","101","18","18","7","100","0","507","1","18"
"19","2.5","5","101","18","18","7","100","0","508","1","18"
"19","2.5","5","101","18","18","7","100","0","509","1","18"
"19","2.5","5","101","18","18","7","100","0","510","1","18"
"19","2.5","5","101","18","18","7","100","0","511","1","18"
"19","2.5","5","101","18","18","7","100","0","512","1","18"
"19","2.5","5","101","18","18","7","100","0","513","1","18"
"19","2.5","5","101","18","18","7","100","0","514","1","18"
"19","2.5","5","101","18","18","7","100","0","515","1","18"
"19","2.5","5","101","18","18","7","100","0","516","1","18"
"19","2.5","5","101","18","18","7","100","0","517","1","18"
"19","2.5","5","101","18","18","7","100","0","518","1","18"
"19","2.5","5","101","18","18","7","100","0","519","1","18"
"19","2.5","5","101","18","18","7","100","0","520","1","18"
"19","2.5","5","101","18","18","7","100","0","521","1","18"
"19","2.5","5","101","18","18","7","100","0","522","1","18"
"19","2.5","5","101","18","18","7","100","0","523","1","18"
"19","2.5","5","101","18","18","7","100","0","524","1","18"
"19","2.5","5","101","18","18","7","100","0","525","1","18"
"19","2.5","5","101","18","18","7","100","0","526","1","18"
"19","2.5","5","101","18","18","7","100","0","527","1","18"
"19","2.5","5","101","18","18","7","100","0","528","1","18"
"19","2.5","5","101","18","18","7","100","0","529","1","18"
"19","2.5","5","101","18","18","7","100","0","530","1","18"
"19","2.5","5","101","18","18","7","100","0","531","1","18"
"18","2.5","5","101","18","18","7","100","0","610","2","18"
"19","2.5","5","101","18","18","7","100","0","532","1","18"
"19","2.5","5","101","18","18","7","100","0","533","1","18"
"18","2.5","5","101","18","18","7","100","0","611","2","18"
"18","2.5","5","101","18","18","7","100","0","612","2","18"
"19","2.5","5","101","18","18","7","100","0","534","1","18"
"18","2.5","5","101","18","18","7","100","0","613","2","18"
"19","2.5","5","101","18","18","7","100","0","535","1","18"
"18","2.5","5","101","18","18","7","100","0","614","2","18"
"18","2.5","5","101","18","18","7","100","0","615","2","18"
"19","2.5","5","101","18","18","7","100","0","536","1","18"
"18","2.5","5","101","18","18","7","100","0","616","2","18"
"19","2.5","5","101","18","18","7","100","0","537","1","18"
"18","2.5","5","101","18","18","7","100","0","617","2","18"
"19","2.5","5","101","18","18","7","100","0","538","1","18"
"18","2.5","5","101","18","18","7","100","0","618","2","18"
"19","2.5","5","101","18","18","7","100","0","539","1","18"
"18","2.5","5","101","18","18","7","100","0","619","2","18"
"19","2.5","5","101","18","18","7","100","0","540","1","18"
"18","2.5","5","101","18","18","7","100","0","620","2","18"
"18","2.5","5","101","18","18","7","100","0","621","2","18"
